record_id,gem_category,ministry,state,estimated_value_lakh,num_bidders,bid_cv_pct,min_bid_time_gap_minutes,min_company_age_months,avg_company_age_months,num_shell_companies,has_shared_director,winning_bid_pct_of_estimate,deadline_days,is_split_tender,spec_bias_score,gem_verified_bidders,is_fraud,fraud_type,data_source
GEM-CAL-00144,Security Services,Ministry of Defence,Maharashtra,24.07,5,10.42,31345.8,85,104,0,0,89.46,9,0,20.11,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00145,Electrical Equipment,Ministry of Health & Family Welfare,Others,28.94,6,1.13,107.9,32,35,0,1,96.74,48,0,18.18,5,1,bid_rigging,GEM_CALIBRATED_2024
GEM-CAL-00146,Civil/Construction,Ministry of Health & Family Welfare,Tamil Nadu,836.29,3,12.76,1247.9,79,110,0,0,98.2,59,0,3.49,2,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00147,IT Hardware,Ministry of Education,Maharashtra,61.77,8,10.33,42448.0,74,110,0,0,92.57,11,0,0.44,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00148,Civil/Construction,Ministry of Finance,Rajasthan,1436.79,4,23.57,41382.7,109,134,0,0,86.08,30,0,21.79,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00149,Printing Services,Ministry of Power,Tamil Nadu,3.79,6,8.06,38109.5,69,85,0,0,91.38,82,0,8.59,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00150,IT Hardware,Ministry of Education,Others,58.94,5,9.37,16278.9,31,46,0,0,90.48,8,0,16.86,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00151,Medical Equipment,Ministry of Railways,Madhya Pradesh,134.01,3,9.83,39801.8,106,112,0,0,87.18,67,0,17.17,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00152,IT Hardware,Ministry of Power,Tamil Nadu,24.9,2,16.94,2572.9,110,128,0,0,96.98,53,1,18.69,1,1,split,GEM_CALIBRATED_2024
GEM-CAL-00153,Security Services,Ministry of Defence,Others,15.36,8,20.47,38540.0,12,28,0,0,84.26,36,0,21.65,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00154,Medical Equipment,Ministry of Education,Uttar Pradesh,370.02,5,12.45,19533.3,63,82,0,0,89.2,54,0,4.67,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00155,Civil/Construction,Ministry of Power,Madhya Pradesh,680.71,3,12.34,35877.7,57,80,0,0,86.13,29,0,16.52,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00156,Medical Equipment,Ministry of Electronics & IT,Rajasthan,107.34,2,9.99,225.2,5,28,1,0,96.9,76,0,19.52,1,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00157,Electrical Equipment,Ministry of Health & Family Welfare,Madhya Pradesh,387.3,4,2.28,80.2,34,60,0,0,95.69,10,0,14.13,3,1,bid_rigging,GEM_CALIBRATED_2024
GEM-CAL-00158,Furniture,Ministry of Health & Family Welfare,Rajasthan,7.42,5,19.83,14715.3,17,36,0,0,86.43,69,0,8.24,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00159,Furniture,Ministry of Education,Delhi,6.89,7,22.55,28903.4,61,91,0,0,82.46,32,0,9.76,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00160,Security Services,Ministry of Agriculture,Tamil Nadu,33.85,5,12.43,31130.6,86,93,0,0,93.34,31,0,16.92,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00161,Medical Equipment,Ministry of Education,Bihar,159.03,6,18.18,33968.7,87,97,0,0,95.88,39,0,20.24,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00162,Security Services,Ministry of Road Transport & Highways,Uttar Pradesh,1.35,4,17.32,17679.2,82,115,0,0,94.47,27,0,11.05,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00163,Laboratory Equipment,Ministry of Power,Uttar Pradesh,6.84,7,15.81,3.3,16,34,0,0,92.86,58,0,23.48,6,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00164,IT Services,Ministry of Health & Family Welfare,Bihar,49.55,3,24.13,19708.0,30,39,0,0,85.78,79,0,4.38,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00165,Security Services,Ministry of Railways,Rajasthan,26.19,6,7.84,42762.1,72,84,0,0,95.61,52,0,17.67,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00166,Furniture,Ministry of Health & Family Welfare,West Bengal,6.77,7,18.35,868.3,120,146,0,0,98.54,70,0,9.2,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00167,Printing Services,Ministry of Road Transport & Highways,Rajasthan,3.52,7,18.73,18522.9,93,109,0,0,89.53,71,0,20.46,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00168,Printing Services,Ministry of Education,Madhya Pradesh,6.98,7,16.87,8034.6,75,95,0,0,93.11,78,0,19.48,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00169,Printing Services,Ministry of Health & Family Welfare,Gujarat,3.09,8,6.69,33170.5,58,89,0,0,96.02,46,0,16.38,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00170,Furniture,Ministry of Health & Family Welfare,Maharashtra,8.42,4,6.3,10686.2,36,66,0,0,94.4,70,0,12.12,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00171,Medical Equipment,Ministry of Agriculture,Uttar Pradesh,247.8,4,5.36,18413.4,47,53,0,0,93.48,63,0,24.59,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00172,Electrical Equipment,Ministry of Road Transport & Highways,Uttar Pradesh,296.34,3,10.3,0.9,30,55,0,0,93.13,71,0,6.36,2,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00173,Laboratory Equipment,Ministry of Agriculture,Uttar Pradesh,64.06,2,8.93,13128.0,32,55,0,0,91.48,19,0,5.31,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00174,Medical Equipment,Ministry of Defence,Tamil Nadu,583.06,4,23.64,30587.8,35,48,0,0,82.57,32,0,0.44,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00175,Product/Stationery,Ministry of Health & Family Welfare,Others,3.37,6,21.11,19080.5,92,105,0,0,93.46,21,0,17.94,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00176,Printing Services,Ministry of Road Transport & Highways,Rajasthan,3.04,6,22.69,18071.9,53,84,0,0,88.71,21,0,19.95,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00177,Furniture,Ministry of Housing & Urban Affairs,Uttar Pradesh,7.23,6,19.1,13327.7,59,77,0,0,83.11,42,0,5.85,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00178,Product/Stationery,Ministry of Defence,Karnataka,2.84,8,6.65,24839.4,85,107,0,0,85.15,68,0,4.52,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00179,Security Services,Ministry of Power,Uttar Pradesh,25.29,1,8.92,2721.3,93,111,0,0,94.43,30,0,55.5,0,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00180,Laboratory Equipment,Ministry of Electronics & IT,Others,67.22,2,11.67,16630.0,103,133,0,0,91.31,23,0,6.85,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00181,Medical Equipment,Ministry of Electronics & IT,Others,28.97,4,15.54,8979.2,105,131,0,0,90.32,16,0,21.12,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00182,Product/Stationery,Ministry of Agriculture,Uttar Pradesh,1.16,10,11.16,3821.6,13,40,0,0,91.7,22,0,20.74,10,0,none,GEM_CALIBRATED_2024
GEM-CAL-00183,Medical Equipment,Ministry of Electronics & IT,Maharashtra,149.32,7,20.55,24945.6,72,108,0,0,90.45,75,0,16.78,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00184,Security Services,Ministry of Health & Family Welfare,Uttar Pradesh,6.19,5,9.7,25626.1,26,44,0,0,88.5,85,0,16.04,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00185,Printing Services,Ministry of Defence,Madhya Pradesh,5.63,6,7.84,41769.1,96,111,0,0,91.38,24,0,3.6,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00186,Civil/Construction,Ministry of Electronics & IT,West Bengal,480.19,3,13.53,3900.5,34,44,0,0,98.85,33,0,84.02,2,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00187,IT Hardware,Ministry of Railways,Gujarat,47.89,7,9.6,18546.2,76,110,0,0,96.02,42,0,22.61,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00188,Product/Stationery,Ministry of Education,Karnataka,1.5,7,18.89,23758.3,105,124,0,0,87.57,30,0,3.27,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00189,Medical Equipment,Ministry of Housing & Urban Affairs,Bihar,351.07,7,15.74,1386.2,80,92,0,0,99.35,46,0,23.01,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00190,Civil/Construction,Ministry of Health & Family Welfare,West Bengal,3029.36,6,23.58,29678.4,93,109,0,0,85.32,74,0,21.1,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00191,Product/Stationery,Ministry of Railways,Uttar Pradesh,5.13,10,15.12,9534.4,103,130,0,0,93.39,69,0,20.85,10,0,none,GEM_CALIBRATED_2024
GEM-CAL-00192,Product/Stationery,Ministry of Agriculture,West Bengal,3.81,9,14.99,21263.1,98,112,0,0,82.85,60,0,11.46,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00193,Medical Equipment,Ministry of Health & Family Welfare,Bihar,281.26,8,5.3,3.7,36,66,0,0,93.31,40,0,3.49,7,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00194,Furniture,Ministry of Finance,Maharashtra,16.7,4,9.29,6438.0,34,53,0,0,92.57,17,0,14.05,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00195,Electrical Equipment,Ministry of Electronics & IT,Uttar Pradesh,45.1,6,12.37,8715.5,114,144,0,0,82.85,8,0,11.23,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00196,IT Hardware,Ministry of Road Transport & Highways,Others,16.44,8,9.95,18080.1,109,132,0,0,85.31,25,0,24.03,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00197,Product/Stationery,Ministry of Health & Family Welfare,Tamil Nadu,5.38,8,15.09,29661.2,93,127,0,0,88.82,21,0,24.76,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00198,Furniture,Ministry of Electronics & IT,Bihar,15.73,7,13.35,12225.6,118,125,0,0,85.59,62,0,14.22,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00199,IT Services,Ministry of Health & Family Welfare,Others,310.37,4,11.26,26069.6,85,117,0,0,96.4,60,0,12.59,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00200,Laboratory Equipment,Ministry of Defence,Others,21.64,7,7.36,879.9,25,53,0,0,99.49,71,0,8.86,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00201,IT Hardware,Ministry of Finance,Uttar Pradesh,162.37,5,23.84,31347.8,40,63,0,0,89.79,63,0,0.67,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00202,IT Hardware,Ministry of Agriculture,Karnataka,100.39,5,7.42,14158.4,22,33,0,0,84.29,46,0,3.84,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00203,Laboratory Equipment,Ministry of Railways,Bihar,89.67,5,7.98,920.7,105,141,0,0,98.28,18,0,4.88,4,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00204,Furniture,Ministry of Education,Bihar,6.2,3,10.18,21497.1,76,87,0,0,95.43,24,0,13.08,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00205,Civil/Construction,Ministry of Health & Family Welfare,Delhi,529.35,6,5.15,20022.2,97,122,0,0,87.46,36,0,18.16,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00206,IT Hardware,Ministry of Health & Family Welfare,Maharashtra,39.8,8,13.35,20728.3,34,51,0,0,87.22,58,0,20.0,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00207,Laboratory Equipment,Ministry of Power,Maharashtra,100.14,1,9.15,7944.3,99,121,0,0,94.84,85,0,11.64,1,0,none,GEM_CALIBRATED_2024
GEM-CAL-00208,IT Hardware,Ministry of Health & Family Welfare,Others,28.7,5,19.24,19785.3,99,120,0,0,93.05,64,0,24.36,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00209,IT Hardware,Ministry of Health & Family Welfare,Gujarat,109.1,5,19.6,18875.1,112,140,0,0,92.92,28,0,17.1,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00210,Civil/Construction,Ministry of Health & Family Welfare,Uttar Pradesh,382.93,4,5.13,13425.1,44,64,0,0,93.44,40,0,19.26,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00211,Electrical Equipment,Ministry of Agriculture,Karnataka,60.93,5,12.66,30362.6,67,85,0,0,89.33,59,0,23.77,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00212,Furniture,Ministry of Agriculture,Uttar Pradesh,11.77,3,24.31,2365.9,30,47,0,0,91.5,20,1,15.27,2,1,split,GEM_CALIBRATED_2024
GEM-CAL-00213,Electrical Equipment,Ministry of Health & Family Welfare,Rajasthan,95.32,3,13.91,250.9,2,28,1,1,97.9,50,0,18.69,2,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00214,Electrical Equipment,Ministry of Defence,Delhi,242.0,4,13.51,19159.0,88,97,0,0,87.05,71,0,20.27,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00215,Security Services,Ministry of Agriculture,Others,49.55,6,16.22,8811.5,45,59,0,0,83.59,63,0,16.21,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00216,Furniture,Ministry of Railways,Rajasthan,9.24,5,6.31,15648.1,23,27,0,0,92.32,66,0,12.71,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00217,Medical Equipment,Ministry of Electronics & IT,West Bengal,131.09,3,12.73,26981.9,38,70,0,0,86.83,69,0,24.73,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00218,Furniture,Ministry of Defence,West Bengal,12.58,3,15.91,23013.5,82,103,0,0,83.02,57,0,4.51,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00219,Product/Stationery,Ministry of Defence,Uttar Pradesh,1.35,1,6.72,4034.4,102,130,0,0,96.61,86,0,79.27,0,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00220,Printing Services,Ministry of Electronics & IT,Madhya Pradesh,6.78,8,16.2,20528.1,47,56,0,0,90.96,60,0,2.24,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00221,Civil/Construction,Ministry of Power,Bihar,3187.8,7,10.97,148.7,56,91,0,0,99.65,33,0,19.21,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00222,Security Services,Ministry of Finance,Bihar,21.75,5,10.5,29453.9,32,41,0,0,94.03,38,0,14.98,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00223,Furniture,Ministry of Road Transport & Highways,Madhya Pradesh,8.99,3,20.68,33491.2,27,59,0,0,95.48,9,0,11.28,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00224,Security Services,Ministry of Defence,Others,18.69,5,6.02,1.6,57,81,0,0,90.34,61,0,20.58,4,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00225,Furniture,Ministry of Housing & Urban Affairs,Madhya Pradesh,14.43,5,24.89,41244.0,73,83,0,0,95.66,71,0,15.83,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00226,Civil/Construction,Ministry of Finance,Delhi,1302.68,4,11.47,39723.8,45,54,0,0,85.25,25,0,19.86,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00227,Electrical Equipment,Ministry of Road Transport & Highways,West Bengal,42.94,6,18.96,515.2,88,94,0,0,97.91,69,0,0.83,5,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00228,Laboratory Equipment,Ministry of Health & Family Welfare,Uttar Pradesh,86.44,7,9.62,20413.5,65,96,0,0,91.42,56,0,16.73,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00229,IT Hardware,Ministry of Electronics & IT,Karnataka,54.06,3,18.29,16110.5,79,91,0,0,84.61,51,0,23.74,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00230,Product/Stationery,Ministry of Defence,Maharashtra,2.56,8,11.81,13827.2,82,99,0,0,90.78,7,0,2.2,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00231,Security Services,Ministry of Defence,Bihar,33.5,7,14.16,36310.2,97,119,0,0,96.5,82,0,18.96,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00232,Printing Services,Ministry of Electronics & IT,Madhya Pradesh,7.34,6,21.57,12286.2,66,79,0,0,91.79,19,0,3.74,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00233,Printing Services,Ministry of Finance,Delhi,3.16,5,21.33,17577.7,67,79,0,0,88.37,32,0,3.34,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00234,Civil/Construction,Ministry of Power,Uttar Pradesh,466.75,5,16.05,6019.7,38,74,0,0,94.68,40,0,16.22,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00235,Product/Stationery,Ministry of Railways,Maharashtra,2.15,6,6.2,38273.5,16,36,0,0,93.38,36,0,4.49,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00236,IT Hardware,Ministry of Railways,Others,73.3,5,23.4,13133.5,54,73,0,0,93.75,27,0,16.84,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00237,Printing Services,Ministry of Defence,Maharashtra,2.89,8,17.07,3.3,24,56,0,0,92.11,51,0,22.53,7,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00238,Furniture,Ministry of Road Transport & Highways,Maharashtra,21.15,2,7.53,548.8,1,26,1,1,93.54,20,0,7.22,1,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00239,Electrical Equipment,Ministry of Power,Uttar Pradesh,35.4,7,10.92,550.4,49,51,0,0,99.36,76,0,12.85,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00240,Civil/Construction,Ministry of Health & Family Welfare,Delhi,1125.29,5,12.8,8897.6,49,58,0,0,96.31,35,0,18.21,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00241,Security Services,Ministry of Health & Family Welfare,Gujarat,53.29,6,14.98,38786.3,108,120,0,0,86.9,86,0,14.66,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00242,Security Services,Ministry of Health & Family Welfare,Delhi,37.63,6,7.8,18942.0,75,98,0,0,96.1,50,0,12.8,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00243,Product/Stationery,Ministry of Finance,Maharashtra,2.96,7,5.58,4371.6,112,128,0,0,84.05,8,0,15.76,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00244,IT Hardware,Ministry of Defence,Karnataka,153.74,6,7.83,34323.8,108,120,0,0,84.62,42,0,14.82,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00245,Laboratory Equipment,Ministry of Agriculture,Bihar,29.73,4,11.84,23227.4,66,92,0,0,89.44,40,0,1.96,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00246,Security Services,Ministry of Education,Tamil Nadu,28.8,6,21.83,26000.1,35,38,0,0,86.45,36,0,0.53,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00247,Product/Stationery,Ministry of Health & Family Welfare,Delhi,3.27,6,20.1,6481.7,83,84,0,0,88.9,13,0,8.15,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00248,Laboratory Equipment,Ministry of Health & Family Welfare,Gujarat,47.71,2,6.07,10501.1,100,123,0,0,90.48,7,0,20.03,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00249,IT Hardware,Ministry of Road Transport & Highways,Tamil Nadu,106.4,1,23.5,29186.7,115,129,0,0,96.33,7,0,14.2,1,0,none,GEM_CALIBRATED_2024
GEM-CAL-00250,Civil/Construction,Ministry of Defence,Delhi,1721.82,6,24.43,36660.8,55,55,0,0,95.33,42,0,10.75,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00251,Electrical Equipment,Ministry of Defence,Rajasthan,83.81,4,13.65,30767.6,105,114,0,0,90.33,24,0,8.01,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00252,Furniture,Ministry of Health & Family Welfare,Others,10.41,5,16.16,43163.6,52,77,0,0,95.23,86,0,3.26,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00253,IT Hardware,Ministry of Electronics & IT,Karnataka,24.39,5,15.66,36136.5,50,55,0,0,85.02,49,0,2.28,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00254,Electrical Equipment,Ministry of Health & Family Welfare,West Bengal,85.34,2,13.08,884.0,50,55,0,0,97.9,87,0,56.37,1,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00255,Furniture,Ministry of Health & Family Welfare,Others,6.66,5,16.53,38196.0,40,41,0,0,86.21,78,0,6.1,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00256,IT Hardware,Ministry of Railways,Karnataka,34.39,7,11.59,27676.3,27,50,0,0,86.58,49,0,3.44,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00257,Medical Equipment,Ministry of Road Transport & Highways,Delhi,174.93,5,19.47,340.0,107,121,0,0,97.77,45,0,22.59,4,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00258,Electrical Equipment,Ministry of Defence,Others,14.74,7,8.38,24366.4,50,70,0,0,84.78,49,0,20.65,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00259,Civil/Construction,Ministry of Railways,Maharashtra,406.92,8,22.16,22408.9,99,125,0,0,90.8,59,0,2.29,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00260,Electrical Equipment,Ministry of Defence,Others,50.62,8,15.02,11373.4,109,140,0,0,90.55,36,0,23.56,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00261,Medical Equipment,Ministry of Railways,Maharashtra,106.11,2,4.79,549.2,5,12,1,1,93.51,33,0,23.48,1,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00262,Furniture,Ministry of Road Transport & Highways,Tamil Nadu,5.49,9,10.21,17624.0,102,124,0,0,90.62,88,0,11.76,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00263,Printing Services,Ministry of Power,Others,4.98,8,11.44,4301.5,20,35,0,0,84.7,35,0,5.17,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00264,Electrical Equipment,Ministry of Health & Family Welfare,Others,98.35,4,11.99,41350.1,53,82,0,0,85.81,75,0,1.13,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00265,Security Services,Ministry of Road Transport & Highways,Uttar Pradesh,34.14,5,9.57,19040.2,29,45,0,0,86.9,10,0,11.05,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00266,IT Services,Ministry of Health & Family Welfare,Madhya Pradesh,340.64,2,13.93,421.3,4,37,0,1,97.25,17,0,21.25,1,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00267,Product/Stationery,Ministry of Health & Family Welfare,Uttar Pradesh,0.5,8,18.01,10952.5,13,26,0,0,95.09,22,0,9.62,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00268,Product/Stationery,Ministry of Health & Family Welfare,Maharashtra,0.9,6,11.62,17470.2,14,44,0,0,84.57,80,0,0.84,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00269,Electrical Equipment,Ministry of Health & Family Welfare,Tamil Nadu,20.29,4,6.52,20778.5,53,80,0,0,94.15,28,0,16.32,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00270,Furniture,Ministry of Education,Maharashtra,6.55,6,5.07,11130.4,112,148,0,0,82.53,34,0,11.81,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00271,Civil/Construction,Ministry of Defence,Others,1674.73,2,7.17,1861.2,83,96,0,0,95.65,83,0,79.91,1,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00272,Product/Stationery,Ministry of Education,Rajasthan,1.12,6,21.91,28811.3,32,43,0,0,85.95,90,0,13.44,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00273,Product/Stationery,Ministry of Road Transport & Highways,Karnataka,2.15,4,13.03,206.0,3,4,0,1,98.98,61,0,19.39,3,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00274,Medical Equipment,Ministry of Agriculture,Bihar,237.51,3,1.46,83.7,31,55,0,1,97.66,44,0,13.4,2,1,bid_rigging,GEM_CALIBRATED_2024
GEM-CAL-00275,IT Services,Ministry of Railways,Uttar Pradesh,2125.26,3,8.87,34133.3,109,114,0,0,90.21,18,0,6.61,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00276,Security Services,Ministry of Road Transport & Highways,Tamil Nadu,6.63,6,19.8,7078.0,26,44,0,0,89.55,80,0,2.81,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00277,IT Hardware,Ministry of Railways,Uttar Pradesh,433.88,4,16.01,24540.1,107,111,0,0,94.48,32,0,23.61,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00278,Furniture,Ministry of Railways,Maharashtra,17.44,2,9.65,23645.9,111,134,0,0,87.81,55,0,3.46,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00279,Civil/Construction,Ministry of Health & Family Welfare,Others,1508.47,7,23.62,27475.1,31,43,0,0,88.46,18,0,4.64,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00280,Civil/Construction,Ministry of Railways,Karnataka,3790.93,3,21.53,10990.7,48,70,0,0,96.67,61,0,12.8,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00281,Printing Services,Ministry of Health & Family Welfare,Maharashtra,4.51,9,6.99,25723.3,87,92,0,0,89.31,20,0,7.9,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00282,Product/Stationery,Ministry of Health & Family Welfare,Delhi,3.02,9,8.96,10649.6,50,79,0,0,91.82,74,0,9.91,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00283,Electrical Equipment,Ministry of Defence,Karnataka,145.51,4,14.15,22118.0,39,55,0,0,96.92,56,0,2.89,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00284,IT Hardware,Ministry of Defence,Others,76.71,5,15.59,35915.2,15,17,0,0,95.02,87,0,22.66,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00285,Laboratory Equipment,Ministry of Agriculture,Uttar Pradesh,498.1,4,13.17,20964.0,63,95,0,0,94.89,77,0,14.67,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00286,Product/Stationery,Ministry of Health & Family Welfare,Delhi,2.38,8,6.91,38655.3,44,45,0,0,89.53,85,0,20.08,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00287,Medical Equipment,Ministry of Education,Bihar,24.9,3,13.1,3636.4,53,63,0,0,92.1,35,1,7.97,2,1,split,GEM_CALIBRATED_2024
GEM-CAL-00288,Security Services,Ministry of Defence,Uttar Pradesh,24.5,5,17.59,21063.4,92,109,0,0,95.85,15,0,2.57,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00289,Electrical Equipment,Ministry of Railways,West Bengal,137.87,5,0.77,40.8,28,63,0,1,98.35,17,0,12.3,4,1,bid_rigging,GEM_CALIBRATED_2024
GEM-CAL-00290,Furniture,Ministry of Railways,Maharashtra,15.32,6,7.93,18417.8,34,45,0,0,96.71,15,0,1.02,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00291,Printing Services,Ministry of Defence,Maharashtra,4.33,4,5.28,10797.3,49,58,0,0,90.3,7,0,24.02,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00292,Laboratory Equipment,Ministry of Education,Delhi,41.69,1,15.98,2828.9,100,123,0,0,98.79,54,0,78.84,0,1,spec_bias,GEM_CALIBRATED_2024
